id,abreviacion,nombre,domicilio,codigoPostal,numeroLongitud,numeroLatitud,entidad,estado,institucion,jurisdicciones_id,localidad,municipios_id,tipologia,nivelAtencion,activo
CSIMO004435,NULL,JUAN SABINES GUTIÉRREZ,DOMICILIO CONOCIDO,29606,-93.4175,17.2367,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,1,JUAN SABINES GUTIERREZ,92,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004440,NULL,ADOLFO LÓPEZ MATEOS (TECPATÁN),DOMICILIO CONOCIDO,29617,-93.4783,17.2159,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,1,ADOLFO LOPEZ MATEOS,124,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004452,NULL,LÁZARO CÁRDENAS 2,DOMICILIO CONOCIDO,29606,-93.4853,17.2525,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,1,LAZARO CARDENAS 2,92,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004464,NULL,TENEJAPA,DOMICILIO CONOCIDO,29480,-92.5077,16.8202,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,2,TENEJAPA,93,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004476,NULL,JOMANICHIM,DOMICILIO CONOCIDO,99999,-92.4722,16.9006,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,2,JOMANICHIM,93,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004481,NULL,MAJOSIK,DOMICILIO CONOCIDO,99999,-92.4933,16.8978,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,2,MAJOSIK,93,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004493,NULL,SIBANILJÁ POCOLUM,DOMICILIO CONOCIDO,99999,-92.4604,16.8744,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,2,SIBANILJA POCOLUM,93,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004505,NULL,TZAJALCHÉN,DOMICILIO CONOCIDO,29489,-92.4591,16.8405,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,2,TZAJALCHEN,93,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004510,NULL,SIBACTEL,DOMICILIO CONOCIDO,29481,-92.5136,16.8986,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,2,CHACOMA,93,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004522,NULL,NUEVO LEÓN,DOMICILIO CONOCIDO,29420,-92.5706,16.486,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,2,NUEVO LEON,94,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004534,NULL,TILA,DOMICILIO CONOCIDO,29910,-92.4262,17.3023,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,TILA,96,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004546,NULL,EL CRUCERO,DOMICILIO CONOCIDO,29912,-92.4627,17.3694,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,EL CRUCERO,96,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004551,NULL,CANTIOC,DOMICILIO CONOCIDO,29910,-92.4057,17.2636,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,CANTIOC,96,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004563,NULL,CHULUM CÁRDENAS,DOMICILIO CONOCIDO,99999,-92.5738,17.3839,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,CHULUM CARDENAS,96,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004575,NULL,CHULUM JUÁREZ,DOMICILIO CONOCIDO,29910,-92.5338,17.3316,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,CHULUM JUAREZ,96,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004580,NULL,JOLNISHTIE 1RA. SECCIÓN,DOMICILIO CONOCIDO,29913,-92.5113,17.438,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,LIBERTAD JOLNISHTIE 2DA. SECCION,96,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004592,NULL,JOLPOKITIOC,DOMICILIO CONOCIDO,29916,-92.4496,17.2716,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,JOLPOKITIOC,96,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004604,NULL,EL LIMAR,DOMICILIO CONOCIDO,29910,-92.4041,17.4151,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,EL LIMAR,96,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004616,NULL,NUEVA ESPERANZA (TILA),DOMICILIO CONOCIDO,29915,-92.4545,17.2451,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,NUEVA ESPERANZA,96,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004621,NULL,PETALCINGO,DOMICILIO CONOCIDO,29915,-92.415,17.2252,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,PETALCINGO,96,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004633,NULL,SHOCTIC,DOMICILIO CONOCIDO,29910,-92.4902,17.2222,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,SHOCTIC,96,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004645,NULL,CAMPANARIO,DOMICILIO CONOCIDO,29914,-92.3507,17.468,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,CAMPANARIO,96,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004650,NULL,PASO CHINAL,DOMICILIO CONOCIDO,29913,-92.5127,17.4961,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,PASO CHINAL,96,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004662,NULL,HUANACASTAL,DOMICILIO CONOCIDO,30503,-93.8331,16.145,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,8,HUANACASTAL,97,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004674,NULL,DURANGO (VICTORICO R. GRAJALES),DOMICILIO CONOCIDO,30503,-93.8727,16.1364,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,8,DURANGO (VICTORICO R. GRAJALES),97,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004686,NULL,TRES PICOS,DOMICILIO CONOCIDO,30515,-93.5266,15.8858,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,8,TRES PICOS,97,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004691,NULL,GENERAL ALBERTO PINEDA,DOMICILIO CONOCIDO,30515,-93.4363,15.8192,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,8,GENERAL ALBERTO PINEDA,97,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004703,NULL,HUIZACHAL,DOMICILIO CONOCIDO,30503,-93.801,16.0495,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,8,HUIZACHAL,97,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004715,NULL,MANUEL ÁVILA CAMACHO (PONTE DURO),DOMICILIO CONOCIDO,30513,-93.5871,15.8095,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,8,MANUEL AVILA CAMACHO (PONTE DURO),97,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004720,NULL,MIGUEL HIDALGO NO. 1,DOMICILIO CONOCIDO,30504,-93.6974,16.1081,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,8,MIGUEL HIDALGO NUMERO UNO,97,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004732,NULL,VICENTE GUERRERO (TONALÁ),DOMICILIO CONOCIDO,30505,-93.7491,16.0016,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,8,VICENTE GUERRERO,97,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004744,NULL,MIGUEL HIDALGO NÚMERO DOS (20 DE NOVIEMBRE),DOMICILIO CONOCIDO,30504,-93.8119,15.952,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,8,MIGUEL HIDALGO NUMERO DOS (VEINTE DE NOVIEMBRE),97,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004756,NULL,RAYMUNDO FLORES FUENTES,DOMICILIO CONOCIDO,30506,-93.6192,16.0367,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,8,RAYMUNDO FLORES FUENTES,97,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004761,NULL,CELESTINO GASCA VILLASEÑOR (NUEVO MILENIO),DOMICILIO CONOCIDO,99999,-93.3609,15.8088,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,8,CELESTINO GASCA VILLASEÑOR (NUEVO MILENIO),69,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004773,NULL,TOTOLAPA,DOMICILIO CONOCIDO,30330,-92.6805,16.5441,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,1,TOTOLAPA,98,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004785,NULL,LA TRINITARIA,DOMICILIO CONOCIDO,99999,-92.0468,16.1182,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,LA TRINITARIA,99,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004790,NULL,ÁNGEL ALBINO CORZO,DOMICILIO CONOCIDO,30160,-91.8968,16.0214,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,ANGEL ALBINO CORZO,99,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004802,NULL,SAN ANTONIO BUENAVISTA,DOMICILIO CONOCIDO,30173,-91.6498,16.1498,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,SAN ANTONIO BUENAVISTA,41,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004814,NULL,CUAUHTÉMOC (LA TRINITARIA),DOMICILIO CONOCIDO,99999,-91.6165,16.1095,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,CUAUHTEMOC,99,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004826,NULL,CHIHUAHUA,DOMICILIO CONOCIDO,30160,-91.9732,16.0298,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,CHIHUAHUA,99,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004831,NULL,LAS DELICIAS (LA TRINITARIA),DOMICILIO CONOCIDO,30160,-91.8624,15.9687,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,LAS DELICIAS,99,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004843,NULL,LA ESPERANZA (LA TRINITARIA),DOMICILIO CONOCIDO,30160,-91.8682,16.1517,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,LA ESPERANZA,99,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004855,NULL,LÁZARO CÁRDENAS (LA TRINITARIA),DOMICILIO CONOCIDO,30160,-91.8343,16.1151,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,LAZARO CARDENAS,99,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004860,NULL,JOSÉ MARÍA MORELOS (LA TRINITARIA),DOMICILIO CONOCIDO,30160,-91.8315,16.0406,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,JOSE MARIA MORELOS,99,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004872,NULL,EL PORVENIR AGRARISTA,DOMICILIO CONOCIDO,30160,-91.835,16.1639,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,EL PORVENIR AGRARISTA,99,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004884,NULL,SANTA RITA (LA TRINITARIA),DOMICILIO CONOCIDO,30160,-91.9749,16.1314,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,SANTA RITA,99,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004896,NULL,SAN VICENTE,DOMICILIO CONOCIDO,99999,-91.5707,16.14,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,SAN VICENTE,99,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004901,NULL,VICENTE GUERRERO (LA TRINITARIA),DOMICILIO CONOCIDO,30160,-91.8206,16.0041,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,VICENTE GUERRERO,99,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004913,NULL,PLAN DE AYALA (LA TRINITARIA),DOMICILIO CONOCIDO,30160,-92.0803,15.9381,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,PLAN DE AYALA,99,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004925,NULL,RODULFO FIGUEROA,DOMICILIO CONOCIDO,30160,-91.9036,15.9203,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,RODULFO FIGUEROA,99,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004930,NULL,PESQUERIA J. MUJICA,DOMICILIO CONOCIDO,30108,-92.0207,16.0891,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,FRANCISCO J. MUJICA,19,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004942,NULL,HIDALGO JOSHIL,DOMICILIO CONOCIDO,29920,-92.3467,17.2258,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,HIDALGO JOSHIL,100,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004954,NULL,JOLJAMIL,DOMICILIO CONOCIDO,29920,-92.3222,17.2619,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,JOLJAMIL,100,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004966,NULL,EL PORVENIR (TUMBALÁ),DOMICILIO CONOCIDO,29920,-92.3254,17.3408,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,EL PORVENIR,100,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004971,NULL,MARISCAL SUBIKUSKI,DOMICILIO CONOCIDO,29920,-92.3804,17.3322,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,MARISCAL SUBIKUSKI,100,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004983,NULL,VENUSTIANO CARRANZA (TUMBALÁ),DOMICILIO CONOCIDO,29925,-92.1731,17.3028,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,VENUSTIANO CARRANZA,100,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO004995,NULL,ESPERANZA JOYETA,DOMICILIO CONOCIDO,29925,-92.1249,17.263,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,LA ESPERANZA MORRIZON,100,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005000,NULL,CHUCHUCRUZ PRIMERA SECCIÓN,DOMICILIO CONOCIDO,29920,-92.2721,17.3038,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,6,CHUCHUCRUZ 2DA. SECCION,100,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005012,NULL,TUXTLA GUTIÉRREZ,DOMICILIO CONOCIDO,29000,-93.1156,16.7531,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,1,TUXTLA GUTIERREZ,101,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005024,NULL,SILVANO GATICA,DOMICILIO CONOCIDO,30604,-92.2077,14.9582,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,7,SILVANO GATICA,102,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005036,NULL,GUADALUPE VICTORIA (TUXTLA CHICO),DOMICILIO CONOCIDO,30563,-92.2502,14.8037,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,7,GUADALUPE VICTORIA,102,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005041,NULL,MANUEL LAZOS,DOMICILIO CONOCIDO,30576,-92.1868,14.9701,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,7,MANUEL LAZOS,102,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005053,NULL,MIGUEL HIDALGO (TUXTLA CHICO),DOMICILIO CONOCIDO,30563,-92.2091,14.9362,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,7,MIGUEL HIDALGO,102,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005065,NULL,EL SUR DE GUILLÉN,DOMICILIO CONOCIDO,30567,-92.1657,14.8879,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,7,EL SUR DE GUILLEN,102,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005070,NULL,TUZANTÁN,DOMICILIO CONOCIDO,30815,-92.4236,15.1483,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,7,TUZANTAN,103,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005082,NULL,MANACAL,DOMICILIO CONOCIDO,99999,-92.3743,15.1748,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,7,MANACAL,103,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005094,NULL,NUEVA TENOCHTITLÁN,DOMICILIO CONOCIDO,30834,-92.4141,15.1956,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,7,NUEVA TENOCHTITLAN,103,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005106,NULL,SAN CRISTÓBAL (TUZANTÁN),DOMICILIO CONOCIDO,30817,-92.3643,15.1804,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,7,SAN CRISTOBAL,103,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005111,NULL,EL TARRAL,DOMICILIO CONOCIDO,99999,-92.3826,15.2143,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,7,EL TARRAL,103,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005123,NULL,ESTACIÓN TUZANTÁN,DOMICILIO CONOCIDO,30829,-92.4516,15.1054,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,7,ESTACION TUZANTAN,103,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005135,NULL,VILLA HIDALGO (TUZANTÁN),DOMICILIO CONOCIDO,99999,-92.3744,15.105,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,7,VILLA HIDALGO,103,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005140,NULL,TZIMOL,DOMICILIO CONOCIDO,30110,-92.1895,16.1795,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,TZIMOL,104,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005152,NULL,HÉROES DE CHAPULTEPEC (EL LIMÓN),DOMICILIO CONOCIDO,30110,-92.2837,16.0678,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,HEROES DE CHAPULTEPEC (EL LIMON),104,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005164,NULL,SAN VICENTE LA MESILLA,DOMICILIO CONOCIDO,30111,-92.2939,16.1788,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,3,SAN VICENTE LA MESILLA,104,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005176,NULL,EL DESENLACE,DOMICILIO CONOCIDO,30605,-92.0904,15.0659,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,7,EL DESENLACE,105,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005181,NULL,EUREKA,DOMICILIO CONOCIDO,30605,-92.1268,15.0601,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,7,EUREKA,105,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005193,NULL,SAN RAFAEL (UNIÓN JUÁREZ),DOMICILIO CONOCIDO,30594,-92.1138,15.052,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,7,SAN RAFAEL,105,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005205,NULL,TALQUIÁN,DOMICILIO CONOCIDO,30593,-92.0844,15.0853,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,7,TALQUIAN,105,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005210,NULL,VENUSTIANO CARRANZA,CARRETERA TUXTLA-COMITÁN KM. 90.5,30200,-92.567949,16.316417,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,1,VENUSTIANO CARRANZA,106,HOSPITAL RURAL,SEGUNDO NIVEL,1
CSIMO005222,NULL,AGUACATENANGO,DOMICILIO CONOCIDO,99999,-92.4067,16.4731,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,1,AGUACATENANGO,106,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005234,NULL,RICARDO FLORES MAGÓN (VENUSTIANO CARRANZA),DOMICILIO CONOCIDO,99999,-92.6966,16.3951,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,1,RICARDO FLORES MAGON,106,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005246,NULL,MIGUEL HIDALGO (VENUSTIANO CARRANZA),DOMICILIO CONOCIDO,99999,-92.6279,16.3489,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,1,MIGUEL HIDALGO,106,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005251,NULL,SOYATITÁN,DOMICILIO CONOCIDO,99999,-92.4241,16.2936,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,1,SOYATITAN,106,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005263,NULL,"VICENTE GUERRERO (VENUSTIANO CARRANZA, CHIS)",DOMICILIO CONOCIDO,99999,-92.7114,16.4369,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,1,VICENTE GUERRERO,106,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005275,NULL,FRANCISCO MURGUÍA,DOMICILIO CONOCIDO,30524,-93.1928,15.9633,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,4,FRANCISCO MURGUIA,107,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005280,NULL,JERICÓ (PORVENIR JERICÓ),DOMICILIO CONOCIDO,30533,-92.9621,16.2881,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,4,JERICO (PORVENIR),122,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005292,NULL,EL PARRAL,DOMICILIO CONOCIDO,30530,-93.0089,16.3657,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,4,EL PARRAL,122,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005304,NULL,1O. DE MAYO,DOMICILIO CONOCIDO,30533,-93.1143,16.1492,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,4,1RO. DE MAYO,107,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005316,NULL,REVOLUCIÓN MEXICANA,DOMICILIO CONOCIDO,30533,-93.0765,16.1699,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,4,REVOLUCION MEXICANA,107,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
CSIMO005321,NULL,VALLE MORELOS,DOMICILIO CONOCIDO,30535,-92.9978,16.1362,CHIAPAS,EN OPERACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL BIENESTAR,4,VALLE MORELOS,107,UNIDAD MÉDICA RURAL,PRIMER NIVEL,1
